,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1950,41,GNB,NFL,12,3,9,0,0.25,-16.3,-5.9,-10.4,,,,,5.0,
1,1951,42,GNB,NFL,12,3,9,0,0.25,-10.1,-1.5,-8.5,,,,,5.0,
2,1952,43,GNB,NFL,12,6,6,0,0.5,-2.3,1.4,-3.7,,,,,4.0,
3,1953,44,GNB,NFL,10,2,7,1,0.222,-9.8,-4.4,-5.4,,,,,6.0,
4,4 yrs,4 yrs,,,46,14,31,1,0.311,,,,0.0,0.0,0.0,,5.0,
