,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1971,44,HOU,NFL,14,4,9,1,0.308,-6.7,-3.0,-3.8,,,,,3.0,
1,1 yr,1 yr,,,14,4,9,1,0.308,,,,0.0,0.0,0.0,,3.0,
