,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1925,34,HAM,NFL,4,1,3,0,0.25,-3.2,1.0,-4.1,,,,,14.0,
1,1926,35,HAM,NFL,4,0,4,0,0.0,-14.3,-7.7,-6.6,,,,,21.0,
2,2 yrs,2 yrs,,,8,1,7,0,0.125,,,,0.0,0.0,0.0,,17.5,
