,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1925,32,POT,NFL,12,10,2,0,0.833,13.7,11.5,2.2,,,,,2.0,
1,1926,33,POT,NFL,14,10,2,2,0.833,4.5,0.9,3.5,,,,,3.0,
2,1927,34,POT,NFL,13,5,8,0,0.385,-7.9,-3.6,-4.3,,,,,8.0,
3,1928,35,NYY,NFL,13,4,8,1,0.333,-3.2,-0.4,-2.8,,,,,7.0,
4,1929,36,BOS,NFL,8,4,4,0,0.5,-2.9,1.6,-4.4,,,,,4.0,
5,5 yrs,5 yrs,,,60,33,24,3,0.579,,,,0.0,0.0,0.0,,4.8,
6,4 yrs,4 yrs,BOS-POT,,47,29,16,2,0.644,,,,0.0,0.0,0.0,,4.3,
7,1 yr,1 yr,NYY,,13,4,8,1,0.333,,,,0.0,0.0,0.0,,7.0,
