,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1969,38,NYG,NFL,14,6,8,0,0.429,-4.5,-3.8,-0.7,,,,,2.0,
1,1970,39,NYG,NFL,14,9,5,0,0.643,2.0,1.9,0.1,,,,,2.0,
2,1971,40,NYG,NFL,14,4,10,0,0.286,-8.0,-1.7,-6.3,,,,,5.0,
3,1972,41,NYG,NFL,14,8,6,0,0.571,5.9,3.5,2.4,,,,,3.0,
4,1973,42,NYG,NFL,14,2,11,1,0.179,-7.5,-2.8,-4.7,,,,,5.0,
5,5 yrs,5 yrs,,,70,29,40,1,0.421,,,,0.0,0.0,0.0,,3.4,
