,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1922,31,MIN,NFL,4,1,3,0,0.25,-0.2,-2.1,1.8,,,,,13.0,
1,1 yr,1 yr,,,4,1,3,0,0.25,,,,0.0,0.0,0.0,,13.0,
