,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2000,63,CIN,NFL,13,4,9,0,0.308,-10.5,-8.1,-2.4,,,,,5.0,4,2,Coach starting week 5
1,2001,64,CIN,NFL,16,6,10,0,0.375,-3.5,-4.5,1.0,,,,,6.0,8,1,
2,2002,65,CIN,NFL,16,2,14,0,0.125,-10.5,-3.6,-6.9,,,,,4.0,6,0,
3,3 yrs,3 yrs,,,45,12,33,0,0.267,,,,0.0,0.0,0.0,,5.0,18,3,
