,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1933,49,BOS,NFL,12,5,5,2,0.5,1.9,-0.8,2.7,,,,,3.0,
1,1934,50,BOS,NFL,12,6,6,0,0.5,0.2,-1.7,2.0,,,,,2.0,
2,2 yrs,2 yrs,,,24,11,11,2,0.5,,,,0.0,0.0,0.0,,2.5,
