,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2018,49,ARI,NFL,16,3,13,0,0.188,-11.5,-9.6,-1.9,,,,,4.0,3,0,
1,2022,53,CAR,NFL,12,6,6,0,0.5,-2.2,-1.3,-0.9,,,,,2.0,2,0,Interim coach after week 5
2,2 yrs,2 yrs,,,28,9,19,0,0.321,,,,,,,,3.0,5,0,
3,1 yr,1 yr,ARI,,16,3,13,0,0.188,,,,,,,,4.0,3,0,
4,1 yr,1 yr,CAR,,12,6,6,0,0.5,,,,,,,,2.0,2,0,
