,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2023,38,IND,NFL,17,9,8,0,0.529,-1.3,2.4,-3.8,,,,,2.0,4,3,
1,2024,39,IND,NFL,17,8,9,0,0.471,-3.7,-0.5,-3.2,,,,,2.0,2,0,
2,2 yrs,2 yrs,,,34,17,17,0,0.5,,,,,,,,2.0,6,3,
