,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1979,41,STL,NFL,3,2,1,0,0.667,-2.7,-0.7,-2.0,,,,,5.0,
1,1 yr,1 yr,,,3,2,1,0,0.667,,,,0.0,0.0,0.0,,5.0,
