,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2013,57,CHI,NFL,16,8,8,0,0.5,-4.1,3.0,-7.1,,,,,2.0,5,3,
1,2014,58,CHI,NFL,16,5,11,0,0.313,-6.7,-2.0,-4.7,,,,,4.0,2,1,
2,2 yrs,2 yrs,,,32,13,19,0,0.406,,,,0.0,0.0,0.0,,3.0,7,4,
