,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1923,22,MIN,NFL,9,2,5,2,0.286,-3.5,-3.4,-0.1,,,,,13.0,
1,1 yr,1 yr,,,9,2,5,2,0.286,,,,0.0,0.0,0.0,,13.0,
