,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2023,45,LVR,NFL,9,5,4,0,0.556,-0.9,-2.4,1.6,,,,,2.0,2,1,Interim coach after week 8
1,2024,46,LVR,NFL,17,4,13,0,0.235,-6.4,-3.9,-2.5,,,,,4.0,5,1,
2,2 yrs,2 yrs,,,26,9,17,0,0.346,,,,,,,,3.0,7,2,
