,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2024,40,TEN,NFL,17,3,14,0,0.176,-8.4,-4.7,-3.7,,,,,4.0,3,2,
1,1 yr,1 yr,,,17,3,14,0,0.176,,,,,,,,4.0,3,2,
