,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2023,40,ARI,NFL,17,4,13,0,0.235,-5.4,-1.8,-3.7,,,,,4.0,1,1,
1,2024,41,ARI,NFL,17,8,9,0,0.471,2.1,0.8,1.2,,,,,3.0,4,2,
2,2 yrs,2 yrs,,,34,12,22,0,0.353,,,,,,,,3.5,5,3,
