,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2022,52,CHI,NFL,17,3,14,0,0.176,-6.4,-2.5,-4.0,,,,,4.0,2,1,
1,2023,53,CHI,NFL,17,7,10,0,0.412,-2.0,-1.2,-0.9,,,,,3.0,3,1,
2,2024,54,CHI,NFL,12,4,8,0,0.333,-2.3,-4.8,2.4,,,,,4.0,5,0,fired after week 13
3,3 yrs,3 yrs,,,46,14,32,0,0.304,,,,,,,,3.7,10,2,
