,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2021,42,NYJ,NFL,17,4,13,0,0.235,-10.4,-3.6,-6.7,,,,,4.0,1,1,
1,2022,43,NYJ,NFL,17,7,10,0,0.412,0.8,-4.0,4.8,,,,,4.0,6,3,
2,2023,44,NYJ,NFL,17,7,10,0,0.412,-5.8,-6.7,0.9,,,,,3.0,2,0,
3,2024,45,NYJ,NFL,5,2,3,0,0.4,-4.3,-3.0,-1.4,,,,,3.0,1,1,fired after week 5
4,4 yrs,4 yrs,,,56,20,36,0,0.357,,,,,,,,3.5,10,5,
