,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1977,44,KAN,NFL,7,1,6,0,0.143,-4.9,0.9,-5.8,,,,,5.0,
1,1 yr,1 yr,,,7,1,6,0,0.143,,,,0.0,0.0,0.0,,5.0,
