,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1925,40,NYG,NFL,12,8,4,0,0.667,0.0,-0.7,0.7,,,,,4.0,
1,1 yr,1 yr,,,12,8,4,0,0.667,,,,0.0,0.0,0.0,,4.0,
