,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1927,49,FRN,NFL,8,2,5,1,0.286,-3.2,-2.0,-1.2,,,,,7.0,
1,1 yr,1 yr,,,8,2,5,1,0.286,,,,0.0,0.0,0.0,,7.0,
