,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2012,45,NOR,NFL,6,2,4,0,0.333,1.4,6.5,-5.1,,,,,3.0,3,2,co-coach with Joe Vitt
1,1 yr,1 yr,,,6,2,4,0,0.333,,,,0.0,0.0,0.0,,3.0,3,2,
