,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1931,25,SIS,NFL,7,3,3,1,0.5,-5.4,-3.5,-1.9,,,,,7.0,
1,1 yr,1 yr,,,7,3,3,1,0.5,,,,0.0,0.0,0.0,,7.0,
