,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2015,39,MIA,NFL,12,5,7,0,0.417,-6.8,-4.7,-2.2,,,,,4.0,3,3,Replaced Joe Philbin after Week 4
5,5 yrs,5 yrs,,,80,44,35,1,0.556,,,,3.0,2.0,1.0,0.667,2.4,20,9,
6,4 yrs,4 yrs,DET,,68,39,28,1,0.581,,,,3.0,2.0,1.0,0.667,2.0,17,6,
7,1 yr,1 yr,MIA,,12,5,7,0,0.417,,,,,,,,4.0,3,3,
