,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1925,34,RCH,NFL,7,0,6,1,0.0,-3.5,-0.7,-2.8,,,,,16.0,
1,1 yr,1 yr,,,7,0,6,1,0.0,,,,0.0,0.0,0.0,,16.0,
