,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1982,53,BAL,NFL,9,0,8,1,0.056,-8.8,-6.1,-2.7,,,,,5.0,
1,1983,54,BAL,NFL,16,7,9,0,0.438,-6.9,-4.1,-2.7,,,,,4.0,
2,1984,55,IND,NFL,15,4,11,0,0.267,-11.1,-7.4,-3.7,,,,,4.0,
3,3 yrs,3 yrs,,,40,11,28,1,0.288,,,,0.0,0.0,0.0,,4.3,
