,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1966,39,ATL,NFL,14,3,11,0,0.214,-15.5,-6.5,-9.0,,,,,7.0,
1,1967,40,ATL,NFL,14,1,12,1,0.077,-14.5,-7.3,-7.2,,,,,4.0,
2,1968,41,ATL,NFL,3,0,3,0,0.0,-12.0,-6.4,-5.6,,,,,4.0,
3,3 yrs,3 yrs,,,31,4,26,1,0.133,,,,0.0,0.0,0.0,,5.0,
