,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2012,40,OAK,NFL,16,4,12,0,0.25,-10.8,-4.6,-6.2,,,,,3.0,4,4,
1,2013,41,OAK,NFL,16,4,12,0,0.25,-8.0,-3.8,-4.2,,,,,4.0,4,1,
2,2014,42,OAK,NFL,4,0,4,0,0.0,-9.0,-4.3,-4.7,,,,,4.0,3,2,Fired after week 4
3,2022,50,NOR,NFL,17,7,10,0,0.412,-1.2,-2.8,1.7,,,,,3.0,4,4,
4,2023,51,NOR,NFL,17,9,8,0,0.529,2.2,1.7,0.5,,,,,2.0,3,0,
5,5 yrs,5 yrs,,,70,24,46,0,0.343,,,,0.0,0.0,0.0,,3.2,18,11,
6,3 yrs,3 yrs,OAK,,36,8,28,0,0.222,,,,0.0,0.0,0.0,,3.7,11,7,
7,2 yrs,2 yrs,NOR,,34,16,18,0,0.471,,,,,,,,2.5,7,4,
