,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1947,45,CHR,AAFC,10,0,10,0,0.0,-10.1,-1.1,-9.0,,,,,4.0,
1,1 yr,1 yr,,,10,0,10,0,0.0,,,,0.0,0.0,0.0,,4.0,
