,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1977,50,DEN,NFL,14,12,2,0,0.857,11.3,1.9,9.4,3.0,2.0,1.0,0.667,1.0,AFC Champions
1,1978,51,DEN,NFL,16,10,6,0,0.625,5.0,-1.9,6.9,1.0,0.0,1.0,0.0,1.0,
2,1979,52,DEN,NFL,16,10,6,0,0.625,4.1,-1.6,5.7,1.0,0.0,1.0,0.0,2.0,
3,1980,53,DEN,NFL,16,8,8,0,0.5,0.5,-1.1,1.6,,,,,4.0,
4,4 yrs,4 yrs,,,62,40,22,0,0.645,,,,5.0,2.0,3.0,0.4,2.0,
