,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1963,57,CLE,NFL,14,10,4,0,0.714,4.8,1.2,3.5,,,,,2.0,
1,1964,58,CLE,NFL,14,10,3,1,0.769,5.2,6.5,-1.4,1.0,1.0,0.0,1.0,1.0,NFL Champions
2,1965,59,CLE,NFL,14,11,3,0,0.786,-4.4,-0.2,-4.2,1.0,0.0,1.0,0.0,1.0,
3,1966,60,CLE,NFL,14,9,5,0,0.643,7.6,4.9,2.7,,,,,2.0,
4,1967,61,CLE,NFL,14,9,5,0,0.643,1.4,0.9,0.5,1.0,0.0,1.0,0.0,1.0,
5,1968,62,CLE,NFL,14,10,4,0,0.714,7.1,6.6,0.6,2.0,1.0,1.0,0.5,1.0,
6,1969,63,CLE,NFL,14,10,3,1,0.769,0.9,2.6,-1.7,2.0,1.0,1.0,0.5,1.0,
7,1970,64,CLE,NFL,14,7,7,0,0.5,0.6,0.5,0.1,,,,,2.0,
8,8 yrs,8 yrs,,,112,76,34,2,0.691,,,,7.0,3.0,4.0,0.429,1.4,
