,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,1999,46,SDG,NFL,16,8,8,0,0.5,-1.0,-3.9,2.9,,,,,3.0,5,1,
1,2000,47,SDG,NFL,16,1,15,0,0.063,-8.1,-3.7,-4.4,,,,,5.0,10,2,
2,2001,48,SDG,NFL,16,5,11,0,0.313,-0.3,0.3,-0.6,,,,,5.0,5,2,
3,3 yrs,3 yrs,,,48,14,34,0,0.292,,,,0.0,0.0,0.0,,4.3,20,5,
