,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1929,30,BUF,NFL,9,1,7,1,0.125,-10.0,-4.7,-5.3,,,,,10.0,
1,1933,34,CIN,NFL,3,0,3,0,0.0,-11.6,-8.7,-2.9,,,,,4.0,
2,2 yrs,2 yrs,,,12,1,10,1,0.091,,,,0.0,0.0,0.0,,7.0,
3,1 yr,1 yr,BUF,,9,1,7,1,0.125,,,,0.0,0.0,0.0,,10.0,
4,1 yr,1 yr,CIN,,3,0,3,0,0.0,,,,0.0,0.0,0.0,,4.0,
