,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1941,36,DET,NFL,11,4,6,1,0.4,-2.6,-4.3,1.7,,,,,3.0,
1,1942,37,DET,NFL,3,0,3,0,0.0,-17.6,-12.3,-5.3,,,,,5.0,
2,2 yrs,2 yrs,,,14,4,9,1,0.308,,,,0.0,0.0,0.0,,4.0,
