,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1945,44,RAM,NFL,10,9,1,0,0.9,11.4,5.3,6.1,1.0,1.0,0.0,1.0,1.0,NFL Champions
1,1946,45,RAM,NFL,11,6,4,1,0.6,1.8,5.9,-4.1,,,,,2.0,
2,2 yrs,2 yrs,,,21,15,5,1,0.75,,,,1.0,1.0,0.0,1.0,1.5,
