,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1972,49,HOU,NFL,14,1,13,0,0.071,-13.0,-7.1,-5.9,,,,,4.0,
1,1973,50,HOU,NFL,5,0,5,0,0.0,-16.8,-4.4,-12.4,,,,,4.0,
2,2 yrs,2 yrs,,,19,1,18,0,0.053,,,,0.0,0.0,0.0,,4.0,
