,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2013,45,CLE,NFL,16,4,12,0,0.25,-7.7,-4.8,-2.9,,,,,4.0,6,3,
1,1 yr,1 yr,,,16,4,12,0,0.25,,,,0.0,0.0,0.0,,4.0,6,3,
