,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1974,48,NYG,NFL,14,2,12,0,0.143,-5.6,-3.5,-2.1,,,,,5.0,
1,1975,49,NYG,NFL,14,5,9,0,0.357,-6.8,-6.2,-0.6,,,,,4.0,
2,1976,50,NYG,NFL,7,0,7,0,0.0,-3.4,-5.5,2.1,,,,,5.0,
3,3 yrs,3 yrs,,,35,7,28,0,0.2,,,,0.0,0.0,0.0,,4.7,
