,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1991,61,NWE,NFL,16,6,10,0,0.375,-8.7,-7.9,-0.8,,,,,4.0,
1,1992,62,NWE,NFL,16,2,14,0,0.125,-11.0,-6.5,-4.5,,,,,5.0,
2,2 yrs,2 yrs,,,32,8,24,0,0.25,,,,0.0,0.0,0.0,,4.5,
