,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1931,32,CLE,NFL,10,2,8,0,0.2,-6.4,-4.7,-1.6,,,,,8.0,co-coach with Al Cornsweet
1,1 yr,1 yr,,,10,2,8,0,0.2,,,,0.0,0.0,0.0,,8.0,
