,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1932,26,CRD,NFL,10,2,6,2,0.25,-3.1,0.2,-3.3,,,,,6.0,
1,1 yr,1 yr,,,10,2,6,2,0.25,,,,0.0,0.0,0.0,,6.0,
