,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2014,58,MIN,NFL,16,7,9,0,0.438,-1.7,-2.8,1.1,,,,,3.0,3,1,
1,2015,59,MIN,NFL,16,11,5,0,0.688,5.8,1.1,4.7,1.0,0.0,1.0,0.0,1.0,7,2,
2,2016,60,MIN,NFL,16,8,8,0,0.5,0.9,-2.6,3.6,,,,,3.0,6,3,
3,2017,61,MIN,NFL,16,13,3,0,0.813,9.1,2.3,6.8,2.0,1.0,1.0,0.5,1.0,7,5,
4,2018,62,MIN,NFL,16,8,7,1,0.531,0.6,-1.2,1.8,,,,,2.0,5,1,
5,2019,63,MIN,NFL,16,10,6,0,0.625,5.4,2.5,2.9,2.0,1.0,1.0,0.5,2.0,10,7,
6,2020,64,MIN,NFL,16,7,9,0,0.438,-2.4,1.3,-3.8,,,,,3.0,8,5,
7,2021,65,MIN,NFL,17,8,9,0,0.471,0.3,1.9,-1.6,,,,,2.0,7,4,
8,8 yrs,8 yrs,,,129,72,56,1,0.562,,,,5.0,2.0,3.0,0.4,2.1,53,28,
