,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1972,47,BAL,NFL,9,4,5,0,0.444,-2.3,-5.1,2.8,,,,,3.0,
1,1 yr,1 yr,,,9,4,5,0,0.444,,,,0.0,0.0,0.0,,3.0,
