,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1948,38,CHR,AAFC,14,1,13,0,0.071,-14.8,-7.3,-7.5,,,,,4.0,
1,1 yr,1 yr,,,14,1,13,0,0.071,,,,0.0,0.0,0.0,,4.0,
