,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2009,42,KAN,NFL,16,4,12,0,0.25,-8.4,-2.5,-5.9,,,,,4.0,7,1,
1,2010,43,KAN,NFL,16,10,6,0,0.625,-0.7,-1.5,0.8,1.0,0.0,1.0,0.0,1.0,10,6,
2,2011,44,KAN,NFL,13,5,8,0,0.385,-8.1,-10.2,2.1,,,,,4.0,6,1,Fired after week 14
3,3 yrs,3 yrs,,,45,19,26,0,0.422,,,,1.0,0.0,1.0,0.0,3.0,23,8,
