,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1920,28,RCH,APFA,11,6,3,2,0.667,-10.3,-12.6,2.4,,,,,7.0,
1,1921,29,RCH,APFA,5,2,3,0,0.4,-1.6,3.3,-5.0,,,,,10.0,
2,2 yrs,2 yrs,,,16,8,6,2,0.571,,,,0.0,0.0,0.0,,8.5,
