,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1948,53,DET,NFL,12,2,10,0,0.167,-13.4,-3.6,-9.8,,,,,5.0,
1,1949,54,DET,NFL,12,4,8,0,0.333,-0.7,-2.3,1.7,,,,,4.0,
2,1950,55,DET,NFL,12,6,6,0,0.5,-1.6,0.1,-1.7,,,,,4.0,
3,1951,56,PHI,NFL,2,2,0,0,1.0,-1.5,-0.4,-1.2,,,,,5.0,
4,4 yrs,4 yrs,,,38,14,24,0,0.368,,,,0.0,0.0,0.0,,4.5,
5,3 yrs,3 yrs,DET,,36,12,24,0,0.333,,,,0.0,0.0,0.0,,4.3,
6,1 yr,1 yr,PHI,,2,2,0,0,1.0,,,,0.0,0.0,0.0,,5.0,
