,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1968,55,GNB,NFL,14,6,7,1,0.462,3.5,0.1,3.5,,,,,3.0,
1,1969,56,GNB,NFL,14,8,6,0,0.571,5.2,-0.2,5.4,,,,,3.0,
2,1970,57,GNB,NFL,14,6,8,0,0.429,-1.8,-2.4,0.6,,,,,3.0,
3,1972,59,NWE,NFL,5,1,4,0,0.2,-17.4,-6.3,-11.1,,,,,5.0,
4,4 yrs,4 yrs,,,47,21,25,1,0.457,,,,0.0,0.0,0.0,,3.5,
5,3 yrs,3 yrs,GNB,,42,20,21,1,0.488,,,,0.0,0.0,0.0,,3.0,
6,1 yr,1 yr,NWE,,5,1,4,0,0.2,,,,0.0,0.0,0.0,,5.0,
