,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1959,42,SFO,NFL,12,7,5,0,0.583,3.2,0.5,2.7,,,,,3.0,
1,1960,43,SFO,NFL,12,7,5,0,0.583,-0.9,-5.2,4.3,,,,,2.0,
2,1961,44,SFO,NFL,14,7,6,1,0.538,6.1,3.6,2.5,,,,,5.0,
3,1962,45,SFO,NFL,14,6,8,0,0.429,0.3,1.0,-0.8,,,,,5.0,
4,1963,46,SFO,NFL,3,0,3,0,0.0,-11.8,-6.6,-5.2,,,,,7.0,
5,5 yrs,5 yrs,,,55,27,27,1,0.5,,,,0.0,0.0,0.0,,4.4,
