,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1944,43,BOS,NFL,10,2,8,0,0.2,-11.2,-6.9,-4.3,,,,,4.0,
1,1945,44,BOS,NFL,10,3,6,1,0.333,-7.2,-5.2,-1.9,,,,,3.0,
2,1946,45,BOS,NFL,11,2,8,1,0.2,-7.1,-0.9,-6.2,,,,,5.0,
3,3 yrs,3 yrs,,,31,7,22,2,0.241,,,,0.0,0.0,0.0,,4.0,
