,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1947,34,RAM,NFL,12,6,6,0,0.5,5.9,0.9,5.0,,,,,4.0,
1,1 yr,1 yr,,,12,6,6,0,0.5,,,,0.0,0.0,0.0,,4.0,
