,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1927,25,DUL,NFL,9,1,8,0,0.111,-0.4,1.7,-2.2,,,,,11.0,
1,1930,28,CRD,NFL,13,5,6,2,0.455,1.1,-0.6,1.7,,,,,7.0,
2,1931,29,CRD,NFL,8,5,3,0,0.625,3.0,5.4,-2.3,,,,,4.0,
3,1939,37,CRD,NFL,11,1,10,0,0.091,-9.6,-5.5,-4.2,,,,,5.0,
4,4 yrs,4 yrs,,,41,12,27,2,0.308,,,,0.0,0.0,0.0,,6.8,
5,3 yrs,3 yrs,CRD,,32,11,19,2,0.367,,,,0.0,0.0,0.0,,5.3,
6,1 yr,1 yr,DUL,,9,1,8,0,0.111,,,,0.0,0.0,0.0,,11.0,
