,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2007,46,ATL,NFL,13,3,10,0,0.231,-10.6,-5.8,-4.8,,,,,4.0,7,4,
1,1 yr,1 yr,,,13,3,10,0,0.231,,,,0.0,0.0,0.0,,4.0,7,4,
