,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1929,30,TOR,NFL,12,3,5,4,0.375,-1.3,-5.8,4.6,,,,,8.0,
1,1930,31,BKN,NFL,12,7,4,1,0.636,5.8,1.4,4.4,,,,,4.0,
2,1931,32,BKN,NFL,14,2,12,0,0.143,-8.3,-4.7,-3.6,,,,,9.0,
3,3 yrs,3 yrs,,,38,12,21,5,0.364,,,,0.0,0.0,0.0,,7.0,
4,2 yrs,2 yrs,BKN,,26,9,16,1,0.36,,,,0.0,0.0,0.0,,6.5,
5,1 yr,1 yr,TOR,,12,3,5,4,0.375,,,,0.0,0.0,0.0,,8.0,
