,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2022,67,DEN,NFL,2,1,1,0,0.5,-5.0,-5.6,0.6,,,,,4.0,1,0,Interim coach after week 16
1,1 yr,1 yr,,,2,1,1,0,0.5,,,,,,,,4.0,1,0,
