,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2023,40,ARI,NFL,17,4,13,0,0.235,-5.4,-1.8,-3.7,,,,,4.0,1,1,
1,1 yr,1 yr,,,17,4,13,0,0.235,,,,,,,,4.0,1,1,
