,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1950,38,RAM,NFL,12,9,3,0,0.75,7.8,13.3,-5.5,2.0,1.0,1.0,0.5,1.0,
1,1951,39,RAM,NFL,12,8,4,0,0.667,9.1,9.2,-0.1,1.0,1.0,0.0,1.0,1.0,NFL Champions
2,1952,40,RAM,NFL,1,0,1,0,0.0,8.7,5.4,3.3,,,,,2.0,
3,1953,41,CRD,NFL,12,1,10,1,0.091,-9.6,-3.7,-5.9,,,,,6.0,
4,1954,42,CRD,NFL,12,2,10,0,0.167,-14.5,-7.6,-6.9,,,,,6.0,
5,5 yrs,5 yrs,,,49,20,28,1,0.417,,,,3.0,2.0,1.0,0.667,3.2,
6,3 yrs,3 yrs,RAM,,25,17,8,0,0.68,,,,3.0,2.0,1.0,0.667,1.3,
7,2 yrs,2 yrs,CRD,,24,3,20,1,0.13,,,,0.0,0.0,0.0,,6.0,
