,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2011,46,CLE,NFL,16,4,12,0,0.25,-5.4,-7.2,1.8,,,,,4.0,5,3,
1,2012,47,CLE,NFL,16,5,11,0,0.313,-5.3,-4.6,-0.7,,,,,4.0,7,3,
2,2015,50,PHI,NFL,1,1,0,0,1.0,-4.6,-0.6,-4.0,,,,,2.0,0,0,Interim head coach for Week 17
3,2018,53,NYG,NFL,16,5,11,0,0.313,-2.2,0.8,-2.9,,,,,4.0,5,2,
4,2019,54,NYG,NFL,16,4,12,0,0.25,-7.9,-1.8,-6.1,,,,,3.0,7,0,
5,5 yrs,5 yrs,,,65,19,46,0,0.292,,,,0.0,0.0,0.0,,3.4,24,8,
6,2 yrs,2 yrs,CLE,,32,9,23,0,0.281,,,,0.0,0.0,0.0,,4.0,12,6,
7,2 yrs,2 yrs,NYG,,32,9,23,0,0.281,,,,,,,,3.5,12,2,
8,1 yr,1 yr,PHI,,1,1,0,0,1.0,,,,,,,,2.0,0,0,
