,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1978,51,CIN,NFL,11,4,7,0,0.364,-1.3,-2.7,1.3,,,,,4.0,
1,1979,52,CIN,NFL,16,4,12,0,0.25,-1.3,3.1,-4.4,,,,,4.0,
2,2 yrs,2 yrs,,,27,8,19,0,0.296,,,,0.0,0.0,0.0,,4.0,
