,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1925,28,CAN,NFL,8,4,4,0,0.5,-3.6,-2.8,-0.8,,,,,11.0,
1,1926,29,CAN,NFL,10,1,9,0,0.1,-9.5,-5.0,-4.4,,,,,20.0,co-coach with Pete Henry
2,2 yrs,2 yrs,,,18,5,13,0,0.278,,,,0.0,0.0,0.0,,15.5,
