,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1954,55,GNB,NFL,12,4,8,0,0.333,1.9,-0.9,2.8,,,,,5.0,
1,1955,56,GNB,NFL,12,6,6,0,0.5,-3.8,-0.6,-3.2,,,,,3.0,
2,1956,57,GNB,NFL,12,4,8,0,0.333,-4.4,2.0,-6.4,,,,,5.0,
3,1957,58,GNB,NFL,12,3,9,0,0.25,-6.2,-0.9,-5.3,,,,,6.0,
4,4 yrs,4 yrs,,,48,17,31,0,0.354,,,,0.0,0.0,0.0,,4.8,
