,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1924,27,RII,NFL,9,5,2,2,0.714,5.7,1.2,4.5,,,,,5.0,
1,1 yr,1 yr,,,9,5,2,2,0.714,,,,0.0,0.0,0.0,,5.0,
