,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Notes
0,1926,34,AKR,NFL,2,0,1,1,0.0,-7.3,-3.9,-3.4,,,,,16.0,
1,1 yr,1 yr,,,2,0,1,1,0.0,,,,0.0,0.0,0.0,,16.0,
