,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% plyf,Rank,Num,Won,Notes
0,2005,54,MIA,NFL,16,9,7,0,0.563,-0.8,-1.1,0.3,,,,,2.0,7,3,
1,2006,55,MIA,NFL,16,6,10,0,0.375,0.7,-3.3,4.0,,,,,4.0,5,1,
2,2 yrs,2 yrs,,,32,15,17,0,0.469,,,,0.0,0.0,0.0,,3.0,12,4,
